,street_1,city,state,zip,sale_price,date,latitude,longitude
1897,708 34TH ST NE,Canton,OH,44714,100000,2011-03-24,40.83509,-81.364393
1898,6717 THICKET ST NW,Canton,OH,44708,225000,2012-07-27,40.834312,-81.475656
1899,3688 PINEHURST AVE NW,Massillon,OH,44646,155000,2005-06-17,40.835152,-81.51861600000001
1900,739 34TH ST NW,Canton,OH,44709,69000,2014-06-26,40.835415999999995,-81.37784599999999
1901,2580 ATLANTIC BLVD NE,Canton,OH,44705,1150000,2007-11-30,40.834751000000004,-81.33676700000001
1902,2107 DENNISON PL NW,Canton,OH,44709,92000,2016-09-26,40.835703,-81.39394399999999
1903,3763 RIVIERA AVE NW,Massillon,OH,44646,149500,2013-02-01,40.835840999999995,-81.517183
1904,3510 BLACKBURN RD NW,Canton,OH,44718,360000,2007-06-29,40.835171,-81.412993
1905,3307 CLEVELAND AVE NW,Canton,OH,44709,4765000,2015-05-04,40.835418,-81.389319
1906,1809 34TH ST NW,Canton,OH,44709,89900,2005-08-11,40.836412,-81.39044799999999
1907,GIBBS AVE NE,Canton,OH,44714,77000,2007-03-06,40.83645,-81.35911999999999
1908,3311 WESTMORELAND AVE NW,Canton,OH,44718,205000,2016-06-02,40.835765,-81.40951
1909,14TH ST SE,Canton,OH,44714,2000,2018-12-31,40.83645,-81.35911999999999
1910,3616 GROSSI CIR NE,Canton,OH,44714,179000,2016-08-11,40.836007,-81.357096
1911,1332 35TH ST NE,Canton,OH,44714,115500,2018-10-19,40.8351,-81.358289
1912,11135 HINER RD,Wooster,OH,44691,110000,2015-10-02,40.836298,-82.121783
1913,418 S VINE ST,Orrville,OH,44667,63300,2018-05-17,40.836935,-81.76559300000001
1914,7541 ROHRER RD,Wooster,OH,44691,497120,2008-05-12,40.836542,-81.837711
1915,1825 PARADISE RD APT 102,Orrville,OH,44667,145000,2006-01-20,40.837207,-81.78711
1916,3014 EBY RD,Smithville,OH,44677,130000,2006-07-26,40.836737,-81.861636
1917,3505 NORMAN AVE NW,Canton,OH,44709,102000,2015-09-29,40.836794,-81.378874
1918,GARFIELD AVE,Orrville,OH,44667,15000,2007-01-31,40.83729,-81.76341
1919,429 WESTWOOD AVE,Orrville,OH,44667,110000,2013-01-16,40.836985999999996,-81.776737
1920,3855 WILLOWCREST DR NW,Canton,OH,44718,163200,2015-09-24,40.837134999999996,-81.454066
1921,HERON DR,Orrville,OH,44667,30500,2018-09-26,40.83729,-81.76341
1922,GLENMONTE DR,Howard,OH,44667,3200,2018-03-30,40.83729,-81.76341
1923,GLENVIEW DR,Howard,OH,44667,25000,2005-08-30,40.83729,-81.76341
1924,3069 BRIARWOOD DR,Wooster,OH,44691,530000,2013-03-22,40.837163000000004,-81.977298
1925,3878 DARTMOUTH AVE NW,Massillon,OH,44646,128000,2017-05-05,40.837379,-81.495311
1926,402 MCGILL ST,Orrville,OH,44667,28000,2016-03-09,40.837398,-81.76691600000001
1927,ARNOLD RD,Orrville,OH,44667,743000,2017-05-11,40.83729,-81.76341
1928,ORR ST,Orrville,OH,44667,1600000,2012-12-20,40.83729,-81.76341
1929,N WALNUT ST,Orrville,OH,44667,125000,2012-07-23,40.83729,-81.76341
1930,WALNUT ST,Orrville,OH,44667,150000,2014-01-10,40.83729,-81.76341
1931,426 LENORE ST,Orrville,OH,44667,80000,2016-09-29,40.837593,-81.768725
1932,2354 CATHY DR NE,Canton,OH,44705,40000,2017-06-27,40.837844,-81.342674
1933,403 BRIARWOOD AVE,Orrville,OH,44667,112000,2016-11-16,40.83741,-81.75984100000001
1934,140 BUENA VISTA ST,Wooster,OH,44691,114600,2007-06-28,40.837517,-81.938568
1935,3873 COLUMBIA AVE NW,Massillon,OH,44646,161000,2017-05-26,40.837534999999995,-81.498897
1936,2445 CATHY DR NE,Canton,OH,44705,83300,2006-12-29,40.838046000000006,-81.340487
1937,3881 AMHERST AVE NW,Massillon,OH,44646,149000,2016-02-26,40.837685,-81.512089
1938,2435 REGENTVIEW ST NE,Canton,OH,44705,31500,2010-10-07,40.838629,-81.340889
1939,2023 37TH ST NW,Canton,OH,44709,65000,2014-12-04,40.838937,-81.392839
1940,2001 36TH ST NW,Canton,OH,44709,135000,2018-08-14,40.838217,-81.39221500000001
1941,2809 COLUMBUS RD NE,Canton,OH,44705,110000,2018-12-20,40.838234,-81.333772
1942,2323 DEER CREEK CIR,Orrville,OH,44667,188000,2007-06-22,40.838615000000004,-81.800288
1943,1101 37TH ST NW,Canton,OH,44709,120000,2016-10-18,40.838907,-81.381915
1944,3723 LOEHRMOORE AVE NE,Canton,OH,44705,154900,2010-04-21,40.83891,-81.348372
1945,8355 PARKFORD ST NW,Massillon,OH,44646,129500,2014-04-28,40.839153,-81.507063
1946,14639 LAWMONT ST,North Lawrence,OH,44666,19900,2013-06-13,40.839721999999995,-81.626163
1947,4585 JACQUE DR NW,Canton,OH,44718,125000,2016-08-01,40.838274,-81.429753
1948,1634 KOLP PL NW,Canton,OH,44709,80000,2013-10-04,40.839791999999996,-81.389133
1949,1507 36TH ST NW,Canton,OH,44709,120000,2016-10-07,40.838375,-81.387352
1950,8308 TETON CIR NW,Massillon,OH,44646,170000,2018-08-17,40.838384000000005,-81.50603100000001
1951,8900 BLOSSOM CIR NW,Massillon,OH,44646,245000,2017-10-30,40.839324,-81.517119
1952,8900 BLOSSOM CIR NW,Massillon,OH,44646,245000,2017-10-30,40.839324,-81.517119
1953,15079 LAWMONT ST,North Lawrence,OH,44666,76300,2007-04-20,40.840027,-81.634275
1954,3909 TAFT AVE NE,Canton,OH,44705,50600,2019-02-19,40.840121,-81.344027
1955,520 38TH ST NW,Canton,OH,44709,81000,2011-11-10,40.840208000000004,-81.37435699999999
1956,225 38TH ST NW,Canton,OH,44709,52000,2018-09-12,40.840322,-81.368193
1957,9200 FORTY CORNERS RD NW,Massillon,OH,44647,65000,2018-02-05,40.840333,-81.522681
1958,133 EVERGREEN DR,Orrville,OH,44667,133000,2018-12-28,40.839738,-81.790103
1959,3825 MIDDLEBRANCH AVE NE,Canton,OH,44705,107900,2018-12-19,40.83983,-81.346484
1960,710 W MARKET ST,Orrville,OH,44667,79000,2017-07-05,40.840575,-81.77234200000001
1961,638 WILDWOOD DR,Wooster,OH,44691,285200,2017-07-31,40.839904,-81.920665
1962,7598 PARKFORD ST NW,Massillon,OH,44646,139900,2015-10-28,40.83992,-81.492971
1963,1106 W MARKET ST,Orrville,OH,44667,40000,2013-08-13,40.840603,-81.776799
1964,1228 W MARKET ST,Orrville,OH,44667,73000,2014-12-30,40.840613,-81.778609
1965,434 38TH ST NW,Canton,OH,44709,166000,2019-03-14,40.840137,-81.372413
1966,126 N CROWN HILL RD,Orrville,OH,44667,43850,2007-09-11,40.840866999999996,-81.78469100000001
1967,3819 HARRISON AVE NW,Canton,OH,44709,37500,2014-01-21,40.840891,-81.39474200000001
1968,126 N LINDEN AVE,Orrville,OH,44667,72000,2009-01-15,40.841014,-81.781945
1969,4040 HYATT AVE NW,Massillon,OH,44646,149900,2014-12-05,40.839985999999996,-81.504598
1970,3757 EDGEFIELD AVE NW,Canton,OH,44709,104300,2014-05-12,40.839997,-81.382021
1971,3413 PECAN LN,Wooster,OH,44691,109500,2007-02-09,40.840682,-81.918921
1972,203 FAIR ST,Orrville,OH,44667,88000,2007-10-12,40.841587,-81.772366
1973,315 W MARKET ST,Orrville,OH,44667,150000,2007-12-19,40.840787,-81.76722
1974,1208 39TH ST NW,Canton,OH,44709,93500,2005-06-20,40.841654,-81.38296700000001
1975,4188 RANIER AVE NW,Massillon,OH,44646,160000,2016-05-27,40.841899,-81.508923
1976,789 E MILLTOWN RD,Wooster,OH,44691,1900000,2006-04-14,40.841145000000004,-81.92978000000001
1977,1937 40TH ST NE,Canton,OH,44705,107800,2012-08-24,40.841184999999996,-81.34871
1978,PATRIOTS PT SE,Canton,OH,44709,70900,2006-01-27,40.84214,-81.38565
1979,19TH ST SW,Canton,OH,44709,60000,2019-04-23,40.84214,-81.38565
1980,3504 SNYDER DR,Wooster,OH,44691,205000,2018-07-20,40.841283000000004,-81.93464499999999
1981,SAFARI TRL,Canton,OH,44709,11900,2018-05-30,40.84214,-81.38565
1982,1618 W MARKET ST,Orrville,OH,44667,107000,2015-12-31,40.840623,-81.783712
1983,3521 SNYDER DR,Wooster,OH,44691,110900,2011-10-25,40.841549,-81.93541
1984,2300 40TH ST NW,Canton,OH,44709,68000,2010-09-13,40.84232,-81.395943
1985,3465 YORK RD,Orrville,OH,44667,245000,2017-06-13,40.841758,-81.693348
1986,8360 ACADIA ST NW,Massillon,OH,44646,158000,2017-05-15,40.842619,-81.506897
1987,621 41ST ST NW,Canton,OH,44709,110000,2012-10-01,40.842892,-81.37572
1988,2214 BROOKDALE ST NW,Canton,OH,44709,75000,2009-02-04,40.843174,-81.397161
1989,4015 GUILFORD AVE NW,Canton,OH,44709,620000,2018-07-09,40.843225,-81.404291
1990,4023 HIRAM RD NW,Canton,OH,44718,14800,2015-05-27,40.843383,-81.414063
1991,5825 WOODHILL DR NW,Canton,OH,44718,85000,2012-08-17,40.843422,-81.457915
1992,4222 WALTERSON AVE NW,Massillon,OH,44646,220000,2015-05-18,40.842315,-81.5149
1993,3618 DORNOCH DR,Wooster,OH,44691,39000,2006-08-11,40.843582,-81.93525600000001
1994,12794 BURTON CITY RD,Orrville,OH,44667,100000,2018-04-25,40.844266999999995,-81.75252900000001
1995,225 SANTA CLARA ST NW,Canton,OH,44709,187000,2009-08-27,40.844584000000005,-81.368236
1996,405 LAKECREST ST NW,Canton,OH,44709,139500,2013-11-01,40.843539,-81.371837
1997,6355 LATTASBURG RD,Wooster,OH,44691,124900,2010-01-28,40.843542,-82.049463
1998,4315 MARKET AVE N,Canton,OH,44714,45000,2011-05-17,40.845228999999996,-81.36551899999999
1999,4228 VERNON AVE NW,Canton,OH,44709,65700,2017-11-22,40.845382,-81.384449
2000,2227 43RD ST NW,Canton,OH,44709,37000,2007-11-21,40.845638,-81.395975
2001,2156 W HIGH ST,Orrville,OH,44667,107000,2010-06-03,40.84424,-81.78975600000001
2002,6771 GLENGARRY AVE NW,Canton,OH,44718,769500,2015-05-15,40.8443,-81.470977
2003,3680 CHIPPEWA RD,Orrville,OH,44667,200000,2013-04-22,40.845876000000004,-81.804071
2004,1953 W HIGH ST,Orrville,OH,44667,148500,2007-11-26,40.844493,-81.793503
2005,1320 44TH ST NW,Canton,OH,44709,85000,2011-03-14,40.846033,-81.38457700000001
2006,3640 CHIPPEWA RD,Orrville,OH,44667,119900,2006-05-12,40.844888,-81.804078
2007,4231 FRAZER AVE NW,Canton,OH,44709,149900,2013-07-01,40.844888,-81.37452900000001
2008,1260 HUNT CLUB DR,Wooster,OH,44691,475000,2015-01-20,40.845026000000004,-81.95808199999999
2009,4500 ERIE AVE NW,Canal Fulton,OH,44614,36500,2013-03-20,40.846616,-81.53669599999999
2010,1251 HERITAGE CT,Orrville,OH,44667,249500,2015-07-01,40.846647999999995,-81.778287
2011,4480 EDWIN DR NW,Canton,OH,44718,227000,2018-07-06,40.846019,-81.449776
2012,4329 ARMANDALE AVE NW,Canton,OH,44718,675000,2005-06-03,40.84602,-81.467011
2013,4508 EDWIN DR NW,Canton,OH,44718,101900,2011-06-24,40.846476,-81.45056899999999
2014,1457 FIRETHORN LN,Wooster,OH,44691,28000,2016-08-31,40.847341,-81.91805500000001
2015,1528 BEXWELL ST NE,Canton,OH,44714,191000,2012-09-28,40.847373,-81.353358
2016,725 WHITETAIL XING,Wooster,OH,44691,218000,2008-11-07,40.847567,-81.952116
2017,1645 BEXWELL ST NE,Canton,OH,44714,222500,2006-07-12,40.847634,-81.35279799999999
2018,4469 RED FOX DR NW,Massillon,OH,44646,349500,2007-06-29,40.845976,-81.503119
2019,1319 STRATFORD WAY,Wooster,OH,44691,28000,2006-08-07,40.847834999999996,-81.91868199999999
2020,4375 LARCHWOOD CIR NW,Canton,OH,44718,166000,2015-12-29,40.847193,-81.451716
2021,1221 CENTER HILL SQ NE,Canton,OH,44714,126000,2012-11-02,40.848653999999996,-81.357683
2022,4554 LOUISE DR NW,Canton,OH,44718,105000,2010-04-30,40.847319,-81.448929
2023,4627 PACKARD AVE NW,Canton,OH,44709,90000,2018-07-23,40.848971,-81.395392
2024,4630 HARRISON AVE NW,Canton,OH,44709,200000,2006-11-06,40.848975,-81.39411700000001
2025,4316 DRESSLER RD NW,Canton,OH,44718,612850,2010-12-29,40.847533,-81.434219
2026,853 LEE DR,Orrville,OH,44667,123700,2017-06-09,40.849086,-81.789364
2027,5410 MAUREEN DR NW,Canton,OH,44718,132500,2009-08-11,40.84918,-81.450906
2028,GLENWAY AVE NW,North Lawrence,OH,44666,59900,2016-01-12,40.84919,-81.63665999999999
2029,ZACHARY,Sandusky,OH,44666,6600,2014-11-24,40.84919,-81.63665999999999
2030,14656 ORRVILLE ST NW,North Lawrence,OH,44666,160000,2017-09-21,40.847915,-81.624431
2031,LAKE O SPRINGS AVE NW,Canton,OH,44718,42000,2014-06-17,40.849509999999995,-81.44736999999999
2032,SPRINGLAKE RD NW,Canton,OH,44718,55000,2016-02-16,40.849509999999995,-81.44736999999999
2033,5301 AULT AVE NE,Louisville,OH,44641,165000,2019-01-11,40.849754,-81.30430799999999
2034,4724 VERNON AVE NW,Canton,OH,44709,10781,2012-11-20,40.850102,-81.384204
2035,BERTRAM AVE NW,Canton,OH,44718,140000,2019-01-04,40.849509999999995,-81.44736999999999
2036,E BLVD NW,Canton,OH,44718,152500,2009-07-15,40.849509999999995,-81.44736999999999
2037,SHARONWOOD AVE NW,Canton,OH,44718,132500,2017-08-03,40.849509999999995,-81.44736999999999
2038,4800 LINDFORD AVE NE,Canton,OH,44705,32000,2012-10-17,40.850502,-81.344749
2039,4605 LISMORE AVE NW,Canton,OH,44718,104000,2015-05-15,40.849509999999995,-81.44736999999999
2040,4777 HIGBEE AVE NW # 5A,Canton,OH,44718,185000,2018-11-30,40.85029,-81.428034
2041,4760 ANDETTE AVE NW,Massillon,OH,44647,716900,2018-07-03,40.850417,-81.52561899999999
2042,6848 VICTORIA COURT ST NW,Canton,OH,44718,305000,2015-04-28,40.850428,-81.477643
2043,1006 48TH ST NW,Canton,OH,44709,135000,2018-03-21,40.851991999999996,-81.38095600000001
2044,8647 DUBLIN RIDGE CIR NW,Massillon,OH,44646,137500,2013-06-28,40.851193,-81.512363
2045,2512 LISBURN CIR NW,North Canton,OH,44720,261000,2016-05-18,40.915034000000006,-81.392572
2046,8994 KENT AVE NE,N Canton,OH,44721,133000,2005-12-07,40.914282,-81.34843599999999
2047,5668 ARLINGTON RD,Clinton,OH,44216,244200,2013-04-24,40.916443,-81.49691
2048,1031 KARLA DR,Clinton,OH,44216,200000,2018-08-30,40.915372,-81.498449
2049,12481 PLEASANT HOME RD,Marshallville,OH,44645,45000,2012-12-17,40.916533,-81.755705
2050,13000 PLEASANT HOME RD,Marshallville,OH,44645,871200,2011-12-06,40.916918,-81.74749200000001
2051,9061 BROOKLEDGE AVE NW,North Canton,OH,44720,202000,2009-10-29,40.917821999999994,-81.407161
2052,13589 FOREST DR,Marshallville,OH,44645,210000,2017-05-10,40.919746,-81.735169
2053,10109 WOHLGAMUTH RD,West Salem,OH,44287,36500,2006-03-22,40.921159,-82.081133
2054,5535 ARLINGTON RD,Clinton,OH,44216,120000,2018-01-02,40.919838,-81.496364
2055,9699 OVERTON RD,Burbank,OH,44214,119000,2007-10-31,40.920668,-82.011983
2056,6073 FRANKLIN CHURCH RD,Greenwich,OH,44837,68500,2006-11-06,40.920898,-82.474756
2057,9230 BLETCHLEY AVE NW,North Canton,OH,44720,310800,2016-02-29,40.920978999999996,-81.3985
2058,5113 MASSILLON RD,North Canton,OH,44720,55150,2010-03-24,40.922312,-81.463127
2059,7711 S 7TH AVE,Clinton,OH,44216,56620,2015-12-30,40.922657,-81.64646
2060,6397 LINBROOK DR # 6401,New Franklin,OH,44216,120000,2019-05-15,40.922084000000005,-81.555824
2061,6407 SOUTHVIEW DR,New Franklin,OH,44216,110000,2017-03-06,40.922509999999996,-81.557426
2062,9357 HUNTSHIRE AVE NW,North Canton,OH,44720,269000,2017-05-05,40.922616999999995,-81.399302
2063,5452 ARLINGTON RD,Clinton,OH,44216,117000,2008-04-16,40.922618,-81.496571
2064,5146 THURSBY RD,North Canton,OH,44720,177000,2011-06-27,40.923446000000006,-81.477292
2065,5078 FOX RIDGE DR,North Canton,OH,44720,84000,2014-03-18,40.92374,-81.480755
2066,10110 CAMP RD,West Salem,OH,44287,53000,2006-12-08,40.924707,-82.11885799999999
2067,9565 CLEVELAND AVE NW,North Canton,OH,44720,92000,2011-06-15,40.925356,-81.403336
2068,9418 PHEASANT VALLEY AVE NW,North Canton,OH,44720,155000,2015-04-29,40.923787,-81.396946
2069,2615 W COMET RD,Clinton,OH,44216,177000,2009-07-28,40.92687,-81.62232900000001
2070,2682 W COMET RD,Clinton,OH,44216,1000,2016-09-06,40.926942,-81.624826
2071,5337 ARLINGTON RD,Clinton,OH,44216,70000,2016-01-15,40.925342,-81.496423
2072,9275 BEESON ST,Louisville,OH,44641,275000,2018-06-29,40.927078,-81.221271
2073,10544 BURBANK RD,Burbank,OH,44214,98000,2018-02-02,40.92713,-81.98745
2074,9450 PHEASANT VALLEY AVE NW,North Canton,OH,44720,211280,2017-05-05,40.924129,-81.396801
2075,3217 STATE ST NW,North Canton,OH,44720,49000,2008-12-05,40.927717,-81.404127
2076,13695 WARWICK RD,Marshallville,OH,44645,65000,2016-12-27,40.927839,-81.735361
2077,2771 NORTH ST,Clinton,OH,44216,90000,2007-10-09,40.927971,-81.628015
2078,5279 ARLINGTON RD,North Canton,OH,44720,186000,2012-06-06,40.926981,-81.495964
2079,3102 PERRYDALE ST NW,Uniontown,OH,44685,208000,2017-03-17,40.928562,-81.40178
2080,3034 LEE KNOLL ST NE,Hartville,OH,44632,133000,2015-07-07,40.926999,-81.321602
2081,6570 MANCHESTER RD,New Franklin,OH,44216,165000,2008-12-09,40.927065999999996,-81.56373
2082,227 YAGER RD,New Franklin,OH,44216,144900,2006-07-17,40.927207,-81.54388
2083,3211 NIMISHILLEN CHURCH RD NE,Hartville,OH,44632,145000,2005-01-03,40.925825,-81.318566
2084,5960 DAILEY RD,New Franklin,OH,44319,145000,2017-06-19,40.928118,-81.542814
2085,10349 CAMP RD,West Salem,OH,44287,104500,2008-10-28,40.929278000000004,-82.118448
2086,5038 STONEY CREEK LN,North Canton,OH,44720,325000,2018-03-02,40.927448,-81.486162
2087,7127 STEINER RD,Sterling,OH,44276,15000,2011-06-17,40.93088,-81.84903299999999
2088,8460 STAIR RD,West Salem,OH,44287,147500,2011-04-08,40.929973,-82.085166
2089,6601 TOWN LINE RD,Shiloh,OH,44878,55000,2017-02-08,40.931475,-82.431331
2090,8388 OLIVESBURG FITCHVILLE RD,Greenwich,OH,44837,84000,2013-08-22,40.931521999999994,-82.447799
2091,1901 W NIMISILA RD,New Franklin,OH,44216,55000,2012-07-25,40.931526,-81.601137
2092,15000 WARWICK RD,Marshallville,OH,44645,360000,2013-12-31,40.929301,-81.724098
2093,5817 SPIKERMAN DR,Clinton,OH,44216,56000,2014-04-30,40.93187,-81.531976
2094,2000 W NIMISILA RD,New Franklin,OH,44216,195000,2016-01-19,40.930890000000005,-81.60515799999999
2095,10977 MCCALLUM AVE NE,Alliance,OH,44601,300000,2019-04-25,40.930907,-81.17290200000001
2096,2985 RAYMOND ST NW,Uniontown,OH,44685,3000,2018-06-18,40.932237,-81.399519
2097,10140 SOUTHWYCK AVE NW,North Canton,OH,44720,279900,2018-10-11,40.932551000000004,-81.41069300000001
2098,10685 WOLF AVE NE,Hartville,OH,44632,288000,2012-06-27,40.932678,-81.307924
2099,5580 W AIRPORT DR # 109,Green,OH,44232,68500,2012-02-13,40.93269,-81.46499
2100,347 ADARIO WEST RD,Shiloh,OH,44878,114000,2005-10-03,40.931311,-82.51365200000001
2101,SEWELL AVE,Green,OH,44232,92000,2018-05-22,40.93269,-81.46499
2102,4863 TIMBERCREEK CIR,North Canton,OH,44720,213590,2010-02-26,40.931737,-81.483652
2103,LAKEVIEW DR,Green,OH,44232,214492,2018-03-14,40.93269,-81.46499
2104,S MAIN ST,Green,OH,44232,124900,2008-10-30,40.93269,-81.46499
2105,6274 MANCHESTER RD,New Franklin,OH,44216,50600,2015-07-15,40.934468,-81.568201
2106,PARK AVE,Green,OH,44232,440000,2015-06-15,40.93269,-81.46499
2107,VERMONT PL,Green,OH,44232,440000,2015-06-15,40.93269,-81.46499
2108,6235 MANCHESTER RD,New Franklin,OH,44216,75500,2006-06-01,40.935724,-81.56832
2109,11130 AKRON RD,Marshallville,OH,44645,45000,2007-12-18,40.935736,-81.751211
2110,4697 HONEYMOON DR,North Canton,OH,44720,189000,2017-08-14,40.935741,-81.457862
2111,S ARLINGTON RD,Green,OH,44232,750000,2011-10-28,40.93269,-81.46499
2112,5775 WEAVER RD,New Franklin,OH,44319,60000,2015-08-14,40.935007,-81.550578
2113,1016 W NIMISILA RD,New Franklin,OH,44216,99900,2008-08-29,40.936608,-81.57029399999999
2114,240 N MESSNER RD # 244,New Franklin,OH,44319,82500,2006-09-19,40.936659999999996,-81.541448
2115,4879 MAYFAIR RD,North Canton,OH,44720,194500,2018-06-27,40.937635,-81.430486
2116,4798 WILDFLOWER DR,Canton,OH,44720,153500,2012-08-30,40.937684999999995,-81.469995
2117,4737 SHRIVER RD,North Canton,OH,44720,142500,2016-07-05,40.934407,-81.474455
2118,10351 BOSTON AVE NW,North Canton,OH,44720,185000,2017-11-13,40.936205,-81.415239
2119,11291 MILLER AVE NE,Hartville,OH,44632,235000,2008-12-02,40.93635,-81.294252
2120,4945 CLEARWATER DR,North Canton,OH,44720,189000,2017-08-08,40.935826,-81.49076099999999
2121,1959 ELOISE CIR NE,Hartville,OH,44632,128500,2015-01-06,40.937082000000004,-81.340629
2122,SUMMIT ST NW,Clinton,OH,44216,135000,2010-06-18,40.937909999999995,-81.58277
2123,N 5TH AVE,Clinton,OH,44216,110700,2012-03-30,40.937909999999995,-81.58277
2124,11444 EBY RD,Sterling,OH,44276,290000,2014-05-12,40.938977,-81.85964
2125,6781 VAN BUREN RD,Clinton,OH,44216,14075,2010-08-11,40.939048,-81.613848
2126,6742 PALMER RD,West Salem,OH,44287,19000,2012-03-14,40.937618,-82.03909200000001
2127,5538 S MAIN ST,New Franklin,OH,44319,92500,2015-05-28,40.939251,-81.534741
2128,1971 JAQUELYN DR,North Canton,OH,44720,144000,2015-05-28,40.938229,-81.462385
2129,N GEYERS CHAPEL RD,Sterling,OH,44276,570000,2005-06-02,40.9386,-81.84063
2130,275 LATTIMER RD W,Shiloh,OH,44878,300000,2015-01-27,40.938626,-82.52103000000001
2131,CROOKSTON LN,Clinton,OH,44216,866200,2011-06-14,40.937909999999995,-81.58277
2132,OLD MANSFIELD RD,Fredericktown,OH,44216,82300,2006-05-18,40.937909999999995,-81.58277
2133,RAINBOW HWY,West Salem,OH,44287,41580,2011-02-08,40.93947,-82.09984
2134,CONGRESS,West Salem,OH,44287,742000,2011-11-10,40.93947,-82.09984
2135,11600 BENNER RD,Rittman,OH,44270,29940,2012-02-21,40.941183,-81.783263
2136,CONGRESS RD,West Salem,OH,44287,375000,2015-12-01,40.93947,-82.09984
2137,11150 MOUNT EATON RD,Marshallville,OH,44645,300000,2006-08-30,40.940298,-81.743742
2138,2806 SMITH KRAMER ST NE,Hartville,OH,44632,350000,2013-07-02,40.940546999999995,-81.325352
2139,7290 CLEVELAND MASSILLON RD # 7292,Clinton,OH,44216,125000,2016-09-28,40.940674,-81.630365
2140,4640 MAYFAIR RD,North Canton,OH,44720,96000,2019-02-01,40.942789000000005,-81.43417
2141,4507 TREEVIEW DR,North Canton,OH,44720,168000,2017-12-21,40.941146999999994,-81.459643
2142,5696 BONNIE LOU DR,New Franklin,OH,44319,133000,2015-09-16,40.942209000000005,-81.55734
2143,1235 NEWCOMB DR,Uniontown,OH,44685,71500,2007-04-10,40.944148,-81.48988100000001
2144,11099 GEIB AVE NE,Hartville,OH,44632,130000,2007-10-12,40.944219,-81.341062
2145,1581 HIGHTOWER DR,Uniontown,OH,44685,268000,2018-09-18,40.944429,-81.477028
2146,699 E EASTON RD,Creston,OH,44217,61900,2006-03-27,40.944466,-81.94530999999999
2147,10686 CLEVELAND AVE NW,Uniontown,OH,44685,305000,2017-10-23,40.942862,-81.403461
2148,10811 NEWBURY AVE NW,Uniontown,OH,44685,211000,2017-05-12,40.94311,-81.401476
2149,11867 CANAAN CENTER RD,Creston,OH,44217,127500,2007-05-04,40.943137,-81.935987
2150,4399 OLEAN AVE,Uniontown,OH,44685,130000,2012-07-24,40.943166,-81.48136
2151,5485 DAILEY RD,New Franklin,OH,44319,125000,2014-07-01,40.941515,-81.544048
2152,2066 WISE RD,North Canton,OH,44720,163900,2014-11-24,40.944075,-81.455383
2153,11177 KENT AVE NE,Hartville,OH,44632,127500,2005-10-24,40.944475,-81.334056
2154,801 E EASTON RD,Creston,OH,44217,205000,2014-07-25,40.944483,-81.943665
2155,5912 MANCHESTER RD,New Franklin,OH,44319,140000,2010-04-26,40.944528000000005,-81.568535
2156,2811 SERFASS RD,New Franklin,OH,44216,310000,2015-08-31,40.943305,-81.63646
2157,5884 MANCHESTER RD,New Franklin,OH,44319,55000,2014-03-07,40.945308000000004,-81.568432
2158,11043 GEIB AVE NE,Hartville,OH,44632,280000,2012-03-01,40.943345,-81.341122
2159,2520 WISE RD,North Canton,OH,44720,800000,2006-05-02,40.943533,-81.43876800000001
2160,10870 THORESBY CIR NW,Uniontown,OH,44685,193000,2011-11-15,40.94477,-81.400029
2161,2382 HANDFORTH ST,Uniontown,OH,44685,234165,2005-05-31,40.944908,-81.452031
2162,1456 PLATEAU ST NE,Uniontown,OH,44685,177000,2012-11-20,40.945134,-81.351516
2163,4164 SOUTHWYCK RD,Uniontown,OH,44685,250000,2012-08-15,40.946228999999995,-81.45549799999999
2164,1679 CLOVERVIEW DR,Uniontown,OH,44685,147500,2011-12-02,40.945605,-81.473761
2165,6155 GROVE RD,New Franklin,OH,44216,7000,2017-05-25,40.947562,-81.592439
2166,10052 EASTON RD,Rittman,OH,44270,310780,2013-04-05,40.945991,-81.794996
2167,5260 KAYLIN DR,New Franklin,OH,44319,152235,2007-07-06,40.948452,-81.548012
2168,11250 COTTINGHAM CIR NW,Uniontown,OH,44685,157000,2005-03-18,40.948547,-81.410712
2169,2264 HANDFORTH ST,Uniontown,OH,44685,253740,2005-09-15,40.947276,-81.454074
2170,1589 BRIARWOOD WAY,Uniontown,OH,44685,183500,2015-06-10,40.946563,-81.478779
2171,1250 WOODLAND DR,Uniontown,OH,44685,159000,2013-06-10,40.949099,-81.489511
2172,12455 FRIENDSVILLE RD,Burbank,OH,44214,275000,2012-10-10,40.949866,-81.957076
2173,1295 CHERRY LN,Uniontown,OH,44685,179900,2005-10-14,40.949141999999995,-81.48706700000001
2174,3594 HECKMAN ST NW,Uniontown,OH,44685,140000,2016-02-18,40.950408,-81.409981
2175,10725 EDISON ST NE,Alliance,OH,44601,46300,2007-07-17,40.950447,-81.194721
2176,9326 EDISON ST,Louisville,OH,44641,76500,2012-05-15,40.950654,-81.220079
2177,496 NEPTUNE DR,Uniontown,OH,44685,116000,2007-07-27,40.950903000000004,-81.516147
2178,BASE LINE RD,Shiloh,OH,44878,660000,2017-12-15,40.94923,-82.51365
2179,16585 CHIBIABOS TRL,Doylestown,OH,44230,217400,2014-05-28,40.948852,-81.69191
2180,708 CENTER RD,New Franklin,OH,44319,113500,2012-07-10,40.950973,-81.559286
2181,1467 CHERRY LN,Uniontown,OH,44685,131000,2009-11-06,40.951149,-81.482034
